positive	古人说：口能吐玫瑰，也能吐蒺藜<br><br>　　修炼口德，就是修炼自己的气场，一身正气才能好运多多。口德好才能运势好，运势好才能少走弯路，多些成就。恶言不出口，苛言不留耳。这是我们应该具有的修养，有了这样的修养，你就能化腐朽为神奇，风生水起好运来。出言不慎，驷马难追。<br>良药苦口利于病，忠言逆耳利于行<br><br>　　快乐之时说话，没信用的多;愤怒之时说话，失礼节的多。面责人之短，人虽不悦，未必深恨。背地言其短，令人不悦，怀恨甚深。不必说而说，是多说，多说易招怨;不当说而说，是瞎说，瞎说易惹祸。君子一言当百，小人多言取厌，虚言取薄，轻言取侮。对失意者，莫谈得意事;处得意日，莫忘失意时。喜闻过者，忠言日至;恶闻过者，谀言日增。<br><br>与善人言，暖如布帛。伤人之言，痛如刀割<br><br>　　刀疮易好，恶言难消。口是伤人斧，言是割舌刀。闭口深藏舌，安身处处好。得人善言，如获金珠宝玉。见人善言，美于诗赋文章。与坚持梦想者同行与坚持信念者同行与相信者同行感谢这一分钟的陪伴把这份能量和爱传出去，和更多人一起，每天为自己种下一个善根，让我们共同努力，把世界变的更美好。
positive	万佛山中万佛寺万佛寺内万佛塔万佛塔里供万佛佛佑民安国泰<br>湘江河中湘江水湘江水中湘江鱼湘江鱼儿长湘江江山如此多娇
negative	释永信胜不胜应该有司法部门出来做个解释。被举报事件闹的沸沸扬扬，有关方面却装聋做哑不做任何公布，让人费解！
positive	仁者心动。
negative	又他螺母的吓唬，诅咒。你能干点正事吗
neutral	我一没杀狗，二没偷狗，就是和朋友去玉林吃狗肉，就是觉着好吃，管的着吗？
neutral	佛法教人向智，而不是胡说八道！
positive	物质是有限的，精神是无限的，物质带来的繁荣是一时的。延续五千年的中华文明就说明一切，物质发展到一定程度，需要精神再造，现在正当时，需要精神世界重新塑造，为了后代，为了华夏文明得以延续，为了曾经给我们留下灿烂文化遗产的祖先们。
neutral	整天吃着红烧肉羊肉串的人好意思说？？
negative	人的生命物理组成理论上是来自外太空，可是即便如此，人死亡之后意识形态还能在宇宙飘渺，那又怎能保证在量子理论下还原的是本人，而不是多个意识的组合本，所以不可信，无稽之谈！
positive	南无阿弥陀佛。
negative	看来是要办他了，好戏刚开始
neutral	其实，你和狗一样，也是有佛性，只是你太冥顽不化，无知而已[微笑]
neutral	雍108罡
positive	真救鸟放生跟鸟死没有必然关系，编者非要写放生的鸟死，是对这件事情有看法，请你理清2者关系。放生是好的，但是不符合正规程序的放生应给予纠正。希望放生群体：放生不拍照，拍照不放生。
neutral	此肉多少钱一斤，可以食用么？
positive	阿弥陀佛
positive	万佛山中万佛寺，万佛寺内万佛塔，万佛塔里供万佛，佛佑民安国泰。<br>中国东方中国龙，中国龙腾中国强，中国强盛保中国，国伺物阜民丰。
positive	众生平等，对其他生命才能真正尊重与爱护；众生平等，才能超越族群的局限，把人从族群主义的框架中解放出来，从有限利益的固执中解脱出来。阿弥陀佛！
positive	佛教要有勇气面对丑闻,每个人都要为自己做的事情负责任，每一个团体都要为自己的作为和不作为付出代价。
positive	阿弥陀佛！
positive	国家需要您这样的领袖，拥护您习总书记
positive	这个南山寺是在我们邻近市。很多真心念佛的人。有很多治病奇迹的报道。
neutral	康复后的相片好可爱！上次看图还被马赛克！
negative	无风不起浪
neutral	偏了！
neutral	多次看到你为魔分辨？这是为什么呢？
negative	痴
positive	合掌！礼敬！
neutral	浴佛，浴自身，念佛，自生佛！
negative	枪毙，直接送入天堂去。
negative	女专家是怎么在寺院做卧底的
negative	SB的人类，可笑，可悲
positive	缘佛外道静坐与佛教禅修的本质区别在于：有区别与无分别心。
negative	剃个光头就叫武僧？
negative	无聊之极！
neutral	能还是不能呢？
neutral	看看这张照片都害怕啊！这么多人~
negative	用苹果手机跟佛祖沟通了后，再开百万豪车去飚飚车，心里蛋定多了。
negative	天龙八部里那个方丈是怎么个处理方法，大家还记得吗？电视剧的题材应该是有实质性根据的！
negative	我信基督教
negative	很好，闹一闹，真相就不远了
neutral	原局长卖书荐书，稿费如何？
negative	相信你俩都是半斤八两彼此彼此
positive	南无阿弥陀佛???
neutral	景区就是收钱，一点也不花钱保护文物。查一查钱的去向
positive	刮目相看了。
positive	阿弥陀佛
positive	活佛班禅大师，功德无量，希望我国能够采取大师的提议，整顿佛教，恢复我中华文化道统，班禅大师发大宏愿，真心希望佛教恢复原本教义，远离商业利益，阿弥陀佛，南无阿弥陀佛。。
positive	阿弥陀佛
negative	白痴  财神需要密码 需要钱吗？ 那还叫财神吗？
negative	我发现了玉皇大帝和王母娘娘的墓葬！
positive	顶礼赞叹！
negative	大佛有知，也会无语！
neutral	不要被别人说的说蒙蔽，眼见为实孩子的情况是真实的
positive	外公外婆奶奶长命百岁??远离病痛
positive	人生难得，得人身难。人生难得，佛法难闻！今遇佛法不熟读，更不善待一切经书，人，这一生就虚度年华了，人生这一辈子不要太遗憾了，掌握很重要！
positive	毕文管骗术大曝光！赞
negative	想到朝5晚9的抱紧我
neutral	五台山沉寂可有好一阵了呢
positive	赞
negative	释迦摩尼放着王子不当，放着娇妻美妾不用，抛弃儿子不管，本身就是一个有心理疾病的人，对于这种人说的话，我们大可不必理会。
negative	去看看杭州寺庙食堂的菜价吧，上天竺才只要几块钱。。少林这早就不是单纯的寺庙了
positive	赞叹随喜！愿永随智者，速证菩提！
negative	虚竹诞生了！
neutral	你真是要下十八层地狱
positive	如是。如是。人的心是不生不灭。不争不减。不垢不不净。不善不恶。那来的因果呢？说因果论的皆是有为法。《金刚经》云：一切有为法，如梦幻泡影，如雾亦如电，应作如是观。
negative	活捉一个口头禅。光凭一张嘴也想能成佛？连“形式”上的东西你都做不到，还说这说那的，脸红不？拿一些理论给自己的懒惰习性或不坚毅的性格来遮羞打掩护。说说谁不会？看你能不能做得到？别扯没用的，是骡子是马拉出来遛遛。
neutral	欧洲人灭绝的动物还少吗？
negative	再看看永信，呵呵
negative	写的比金庸还厉害、真的能传回少林吗、真的这么神吗、常人学一技就不得了、七十二绝学通学一身？
neutral	不意外
negative	佛祖释迦摩尼也有儿女
positive	世界佛教数今朝，佛学成韦。
positive	好人有好报，下辈子吧
negative	又装逼了！
neutral	我也是 支持你的说法 我的爱心和帮助只给善良的人
negative	为了保住少林寺这块金字招牌，所以永信躲过这次灾难！
positive	确实很美，仙韵十足，希望能加以保护修缮
negative	看来寺院里很有钱唻。
positive	慈父恩光照十方，有情皆愿生莲帮。<br>弥陀大愿引往生，同磴莲台礼慈尊。<br>南无西方极乐世界大慈大悲阿弥陀佛。<br>南无阿弥陀佛，南无阿弥陀佛，南无阿弥陀佛。
positive	星云大师是将中国佛教推向世界的一位大师，很多人认为星云应该是六祖慧能之后佛教中最具影响力的一位人物！！
negative	“现在所有的佛家道家都可以结婚生孩子。”自己想当驴拉上别人垫背。
positive	明明说的很好
positive	虽然不可能绝对避免。至少别人有心去做。  总比那种吃着农民大米还嫌弃农民穷的心好。
positive	是的习主席是真正的伟大．
negative	蠢死了这些人，中国畜牧业就是有一天产能升级了，空气水土环境开始变好了，野生动物都受保护了，只要还有这些胡乱放生人，生物链就还是要糟受严重破坏，你要真这么迷信得不可救药我就真咒你一家子不得好死。
positive	南无大愿地藏王菩萨
neutral	文明上网，不传谣言！
positive	与佛教经典相比，儒道经典不过是糠秕而已！
negative	佛祖表示，此人已被开除佛籍
neutral	一切重要的是经历
neutral	其实中东信仰宗教的比较多。
negative	最后还是被毒死了。
neutral	这龟儿子一定会得禽流感死掉
negative	泰国人不是道德高尚的吗？到处偷拍中国人的不文明行为，怎么自己还干偷内衣的事情？
neutral	你以为呢 刚孵化出来不久的鹅脚噗根本不全 身上羽毛防水还不行 肯定是不会游泳的 你以为鹅生下来就会游泳吗 游泳也是它们出生后利用自己的特点和本能学会的。就如人一样，刚刚出生是不可能会游泳的，都是后天学会的。
positive	阿弥陀佛
positive	人工的，古物市场很多的。阿弥陀佛。
positive	随喜赞叹！愿朝圣者皆能早日成就菩提，度化众生！阿弥陀佛！
negative	那是偷盗的心
neutral	觉得她的境界真的不高。
negative	方丈的错爱让本该可以避免的悲剧发生。
neutral	吃了可以增强记忆吗？
positive	真正的接班人
positive	习主席上任以来的一系列举动都让我感觉到中国会越来越强大的！
neutral	难受
negative	现在还有不以赚钱为目的的寺庙吗？普陀山的和尚哪个不是千万富翁。
positive	最堪不破的却是佛家。一切皆是空。
neutral	像真的。
negative	sb中的战斗机
positive	没错！说别人“魔子魔孙”者，心中必先有“魔子魔孙”之像～以心印心，谁才是真正的“魔子魔孙”呢？魔在谁的心中呢？阿弥陀佛～
negative	妖魔邪说。
positive	心有所归是好事！现在的人太浮躁了，该静一静了！
neutral	台湾需要像宋江一般的大当家
negative	国外有百年店之类   中国为了钱  为了眼前   拆拆拆
positive	赞
negative	没有干净地方了。
neutral	吃素都能吃成最后一张
neutral	哇咔咔
negative	少林寺相关公司？产业？好吧，其实寺庙才是全球最牛连锁企业！
negative	九华山职业出家人太多了，百分之七八十出家人家里都有妻媳,儿女，因为出家挣钱快，又不劳做，吃喝嫖赌样样都干。我见的太多了。佛教要来一次大清查。彻查出家人的当地户口本，一查便知，一定会让善良的信徒，佛菩萨落泪的。
negative	什么样的方丈带出什么样的和尚
negative	小编，你不吹牛逼，会死呀 呵呵
neutral	鉴定!
neutral	真老师
negative	少林！少林！释永信同志在这里吃喝嫖乐
negative	金庸小说？还72绝技，没见少林功夫像18罗汉一样惩凶为善啊，借佛教骗钱，酒色倒是乐此不疲
neutral	清理垃圾这种脏活累活，让俺来做吧。保证不给寺院添乱，也不收费。。。
positive	南无消灾延寿药师佛
negative	为什么没有人查
negative	狗只是他主人的忠实朋友，路上的狗会和你做朋友吗
negative	假的吧
positive	阿弥陀佛
positive	，制諸外道
positive	释迦牟尼
positive	得道高僧??????
positive	就是说南边跟本就没有佛
positive	我是个非常虔诚的佛教徒 但我一直不明白一个问题 那就是为什么我们只看到好人没好报 恶人欺负了好人还越来越嚣张有钱 也没见他得什么报应？ 佛所说的因果是指三世因果 可是这说法谁也看不见 难道我的不解和疑惑就只有在这些看不见的解释中而解释了吗？这就是我一直对佛法最大的困惑和疑问 我想很多的信徒也与我有同样的困惑！我有时觉得佛法真是圆融无碍怎么解释都对 总是拿别人看不见的东西去解释！这种说法我越来越觉得没有说服力！是否有高德来替弟子解疑答惑 阿弥陀佛！
negative	你肯定和释永信是同伙！
positive	上天成佛了，名号净坛使者
positive	善，不是买点什么放生就叫善；保护好身边的那些可爱的大自然精灵，不要去伤害他们，方是大善。
negative	牛鬼蛇神？祸国殃民？
neutral	老鲍进了智库么？还懂风水。
positive	心好静
negative	本来佛是简单的，因为无知者，佛变的复杂了，到如今，佛变成神了。
negative	有用吗？
positive	顶礼!南无阿弥陀佛！
negative	这样的“和尚”太多了！
positive	感恩
negative	男女比例严重失调的地方社会问题严重！例如：男的人数多于女的几倍，建庙让大批男的出家，就缓解了失衡的矛盾！男女比例平衡的地方，让男性大批出家，就破坏了生产力！削弱了兵源，削弱了国防力量！
neutral	无语！
negative	不管是真是假，一个少林寺闹得这么世俗也是悲哀
neutral	这总统就是个逗比，不带这么玩别人总统的，玩坏了，怎么办
positive	阿弥陀佛
negative	西安雨梦<br>李连杰在古都西安不过是南柯一梦，何必神乎其神呢！
positive	若有比丘破我禁戒亲比丘尼及诸处女并二沙弥,饮酒食肉,奸淫炽盛，为诸白衣之所轻贱，毁灭我法，经营世俗不净之事，无惭愧心，犹如木头，当知此等是五逆人，非我弟子是魔眷属，名曰六师， 此比丘等于现世中得短命报，比丘尼等亦复如是。若能忏悔，不更复作，受持此经《佛说长寿灭罪护诸童子陀罗尼经》，即得长寿。
negative	算了吧,你把下面的木板拆去,或者把木板只用一条绳子串联,或把木本换小,或换成纸板...你试试？请问节目主持人,你是学文科的，物理课一定不极格;这是水上漂还是板上快跑？？？？其实在这种条件下，一个正常人,你,我,他..他们,只要多尝试，都能办到。
negative	吓死我了，先吃个狗腿压压惊
positive	随喜赞叹！
negative	蜡烛好畅销
negative	据去年日本京都西本愿寺传教师飞利浦、查理、爱德曼致函佛教世界声称真宗并无僧侣比丘教士等，本愿寺传教师，皆是佛教讲师，并不自称僧人
positive	婆娑世界中的“生”只是转瞬即逝的过眼烟云、是幻相。这个“生”必然有“死”相伴，任何世人都逃脱不了。唯有坦然面对，放下生死，才能彻底解脱，看到整个宇宙的真实之相，最终抵达幸福的彼岸。而佛法便是助你抵达彼岸的渡船。
negative	具CCAV独家秘方，为临时秃头，请不要过于夸大对少陵诗的屁判
positive	阿弥陀佛
negative	抓大老虎那是党在自我清洁肌体，佛教界有吗？
positive	南無阿弥陀佛卍南無本师释迦牟尼佛卍
negative	修好上上德，何须进山门。
positive	支持习主席，希望在你的带领下，给百姓带来更多的改革，更多的惠民政策！
positive	南无大愿地藏菩萨！
neutral	僧俗不分，自诩证果，果如是否？
neutral	我。。。。想吃烤蛋了。。。
negative	取缔，取缔，取缔，非常同意
positive	阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?阿彌陀佛?
positive	太多的谣言妖魔化了少林寺我只能说佛教要想生存发展仅凭香火而不依靠现代的商业手段是不可能的
positive	如果不守戒律，尽管有了皈依证，也非佛门弟子。阿弥陀佛，珍惜此身，珍惜佛缘！
positive	阿弥陀佛
negative	小人有一疑问：放生一虎，虎即食人。此为放生还是杀生？请诸位开示
negative	中国的风景名胜景区不都在敛财吗，谁都想发才，国家每年都在叫人们出去旅游，每年有上亿人在给这些敛财的人做贡献。
neutral	回复:蓝方人，读音不biu准。。晚报君在此拜过
neutral	这些骗子打着佛教的名义，行违背佛法的事情，最为可恨！
positive	阿弥陀佛，善哉善哉。。。
positive	纯素世界，世界和平。
positive	舍染还净，以俗治俗。我们凡人还是正常的生活，该念佛念佛，该打坐打坐，该吃饭吃饭，该上班上班，该结婚结婚。这些都是妄念，沒关系，我们真我的本心(自性，实相，法身，真如，菩提，真空体性)不动就行。本心不要被妄念所牵制绑架就好。
neutral	中国人就是喜欢窝里斗，自相残杀，然后让别人看笑话！
positive	万法皆空，因果不虚！顶礼明贤法师！
positive	相信党中央，支持习主席!|
positive	老和尚刚毅超常，为后人典范。
positive	南无阿弥陀佛！
negative	都说眼睛是心灵的窗户，请问你们在这双眼睛里看到了什么？
negative	假如都信佛！照此说法，一定就不需要计划生育了！
negative	这斯看来想找后路了！
negative	不信佛祖了
neutral	“养成大拙方为巧；学到真愚始知贤。”灵魂脱将肉壳去，管它是巧还是贤？好清闲！
positive	佛站在你面前度不了你！是自己度自己！！！牢记在心。
negative	都赶不上释大师，怒目看遍红尘事，一脚踹开修罗门。罗汉菩萨听我令，享尽富贵与女人。大师，小弟拜服！
negative	我来说两句专家能滚远点吗？什么专家？猪专家？养猪专业户算不算专家？屠夫算不算专家？
neutral	哎
negative	道高一尺魔高丈<br>魔高一尺道高丈<br>本来道魔是一家<br>只因心念差不差
negative	释永信不会倒。他倒了会牵出一大批人，这些人保护他。佛门肮脏呀，阿弥陀佛！
negative	有本事就去亲子鉴定
positive	大师息怒！
neutral	狗比人重要系列
positive	谁是谁非，法道自有公论。
neutral	佛教理比科学,还科学的东西,多着呢,只是沒机会,说给大家听,做给大家看,做得出来的不是法师,是法师它做不出来,巧媳妇难做无米炊
negative	还好意思提形象和声誉
neutral	太不文明了
positive	上篇报道的记者没有了解清楚就说庙里师傅好色被砍！记者能不能有点职业道德，因果不虚的。
negative	俗话说，人不可貌相，但方丈这油头粉面的脸…不如借机来个彻查吧，还方丈一个清白～
positive	礼佛，念经、叩拜很简单。难的是顿悟。禅宗不设佛堂，不立文字，教外别传，直指人心，见性成佛。有哪个和尚是念经成佛的？讲求顿悟。大家多多看禅宗的书吧，净化心灵，而不是祈求心愿[微笑]
positive	心中敬佛不做恶事。供养三宝修行修德要从细小的善事做起。
positive	顶礼星云法师！南无阿弥陀佛！
positive	如果不能说出佛教的信仰优胜于其他宗教的信仰，岂能使人心悦诚服地信仰佛教？所以一个理想的佛教徒，应该要具备若干程度的异教知识。
positive	上次去时太过匆忙，下次一定多住些时日，感受那份人杰地灵，令人神往的佛山。
positive	南无阿弥陀佛
positive	南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛南无阿弥陀佛
positive	阿弥陀佛???
positive	万佛/无可对//万佛山/地名/寺名/塔名/供的万佛//数量/名词//哪有///难在这//僧推月下门的/敲了好久///
neutral	哈佛
positive	好，功德无量
negative	酒肉和尚
negative	这是亵渎尸体
negative	说实话真不信，有本事走上去再走下来
positive	南无阿弥陀佛
neutral	好无语啊伦妹。。
positive	你算问对了，我经历过死后还阳，后来禅定之中游历虚空！想要知道佛学是什么？清净心现前，静虑思维，见到本性，你不明白的在那种境界自然会明白！
positive	广明和尚功德无量！南无阿弥陀佛！南无观世音菩萨！南无地藏王菩萨！
neutral	罪过啊...
negative	酒肉和尚的专用语！哈哈哈哈哈哈哈哈哈哈
positive	阿弥陀佛！
neutral	发现一张五元的
neutral	这是他家的，，，，如是商品搂，楼下住户就，，，，，，加重楼体！
negative	谁说植物不怕痛？它也是生命不可乱来的。
negative	开光、超度什么的这个事就不是佛祖的本意。佛祖也好孔圣人也好，无论他们想得再好，他们的继承人都会根据自己的需要曲解甚至颠覆他们的本意。
negative	现在的和尚，一个个肥头大脑，哪有出家人清骨亮节，都是“释永信”翻版，望宗教局好好督察，保持佛门清淨，以正视听。
positive	身正不怕影子斜，智慧的佛法是不会轻易被玷污的。
negative	呵呵，通过故事讲的道理，可怜自己读不透，还骂别人！
positive	南无阿弥陀佛！
positive	不要乱说人家，大家都想平平安安的。
neutral	盲目
negative	一天天有啥忏悔的 神神叨叨！干点实事造福社会不好吗？社会的寄生虫
neutral	佛教的精神与现代的循环经济殊途同归
neutral	娘们！你脑子坏了吧。
positive	阿弥陀佛
negative	法力无边的佛自己不会长出个脑袋吗
negative	如来同志，你咋不下凡收了这和尚！
positive	南无阿弥陀佛
positive	佛骗了你什么？你举出例子来。不然你才是讲鬼话诽谤佛法。我问你，田里水稻前生就是谷种，种子下播长出水稻，成熟后大部分是人吃性口吃，少量的又作一期生命的种子。再以吃饭来说，你拉的大便有没有前生，大便的前生就是昨天前天吃的饭菜。你如果吃肉，这肉难道是你身上割下的，如果不是，那肉有没有前生？世间没有一件事会突然发生，又突然消亡的。佛教讲过去世、现在世、未来世，这是谁都无法否认的，只是除特殊情形，一般不会有一个固定不变的自我在轮回转世，明白这点，有悟性人会更加觉得应当学佛。还要告诉你，无论你喜欢否，地球上一切都在循环轮回中：你吃尽肚子的盐，刚吃进去不久，小便、出汗又排到体外再随水流回归大海；你呼出的二氧化碳，碳被植物吸收，氧气又被人和动物吸，或给人烧火开机器中助燃......后面自己举一反三！
positive	只有甚深成就的修行人才会肉身不腐，这在汉传佛教里已经屡见不鲜了，应该值得顶礼
negative	现在想红的人真多，连文物都不放过修个壁画还要拍拍拍到处上传，评论一堆zz还特么夸好姑娘有上岗证么
positive	赞
negative	靠！虚竹子出世了
positive	阿弥陀佛！
positive	明白才能解脱！无债一身轻！心中洁净了加上运动才能空灵！经络畅通无阻！有执则有障碍！心不安则神不宁！耗神而不归元也！
negative	佛从来没有给受难的人们带来真正的解脱，所以有解脱就是因为自己放下了。自古以来佛的弟子门化缘的钱不少，普度众生的事情没有多少倒是庙建设得越来越大了。文明上网，不传谣言
positive	南无阿弥陀佛
neutral	说好的文明呢
negative	都是骗人的
negative	如真心向佛、何必还惹尘埃、三天二头不是上浙江报纸就是上温州各大报纸、到处接受记者采访、还六根未净
neutral	圣严法师早期言论，所知尚少。密教绝对不是参杂印度教的信仰，是最纯粹的佛法。而且释迦摩尼佛在世之时，于印度米积塔，也宣说过密法《时轮金刚》《文殊真实名经》等。关于无上瑜伽等是否合乎佛知佛见等问题，索达吉堪布等早有说明。此时，宣扬这种一知半解的观点，实在对佛教有损无利。关于密乘和显宗佛法的关系请参考《般若锋兮金刚焰》
